description,cpv
offset industrial printing services,79810000
digital industrial printing services,79810000
thermal transfer industrial printing services,79810000
compact disk cd duplication and printing services,79810000
liquid filling services,42921000
aerosol filling services,42921000
paste filling services,42921000
powder filling services,42921000
manufacturing equipment maintenance services,42000000
manufacturing equipment repair services,42000000#50000000
engineering equipment maintenance services,42000000
packaging equipment maintenance and repair service,42000000#50000000
test equipment refurbishment,50000000
baking and heating equipment maintenance and repair service,42000000#50000000
machining equipment rebuild and refurbishment service,42000000#50000000
engine or turbine manufacturing services,42000000
agricultural machinery or equipment manufacturing services,16000000
