Description,CPV
borehullregistreringsstjenester,76533000
tjenester relatert til underrømming/hullutviding av borehull,76534000
tjenester relatert til åpning av borehull,76535000
tjenester relatert til borehullvibrasjonskontroll,76536000
tjenester relatert til borehullverktøy,76537000
borehullstjenester i forbindelse med oljefeltsverktøy,76537100
inspeksjon av rørledninger,76600000
agriculture forestry horticulture aquaculture and beekeeping services,77000000
landbrukstjenester,77100000
tjenester i forbindelse med landbruksproduksjon,77110000
utleie av landbruksmaskiner med sjåfør,77111000
leasing eller utleie av høstemaskiner eller landbruksmaskiner med sjåfør,77112000
kompostering,77120000
skogbrukstjenster,77200000
tømmerhogst og transport,77210000
tjenesteytelser i forbindelse med tømmerhogst,77211000
tømmerhogst,77211100
transport av tømmer i skog,77211200
trerydding,77211300
trefelling,77211400
pleie av trær,77211500
såing av trær,77211600
impregnering av tømmer,77220000
tjenester i forbindelse med skogbruk,77230000
administrasjon av skogbruk,77231000
forvaltning av skogsressurser,77231100
kontrolltjenester relatert til sykdom og skadedyr i skogen,77231200
skogsadministreringstjenester,77231300
skogsfortegnelsestjenester,77231400
skogovervåking og evalueringstjenester,77231500
skogplanting/nyplantingstjenester,77231600
skogbruksutvidelsestjenester,77231700
forvaltningstjenester for skogplanteskole,77231800
planleggingstjenester for skogsområder,77231900
hagebrukstjenester,77300000
beplanting og vedlikehold av grøntområder,77310000
vedlikehold av utsmykkede hager og parkanlegg,77311000
fjerning av ugress,77312000
ugressbekjempelse,77312100
vedlikehold av parker,77313000
vedlikehold av arealer,77314000
anlegging av gressplener,77314100
såing,77315000
vedlikehold av idrettsplasser,77320000
blomsterdekorasjon,77330000
beskjæring av trær og klipping av hekker,77340000
beskjæring av trær,77341000
klipping av hekker,77342000
tjenester i forbindelse med dyr,77400000
husdyroppdrett,77500000
forvaltning av viltbestand,77510000
jakttjenester,77600000
oppsetting av feller,77610000
tjenester i forbindelse med fiske,77700000
akvakulturtjenester,77800000
havbrukstjenester,77810000
oppdrettjenester i forbindelse med østers,77820000
oppdrettjenester i forbindelse med skalldyr,77830000
oppdrettjenester i forbindelse med reker,77840000
oppdrettjenester i forbindelse med fisk,77850000
biavltjenester,77900000
business services: legal advertising consulting employment printing and security,79000000
juridiske tjenester,79100000
legal advice and representation,79110000
juridisk rådgivning,79111000
juridisk representasjon,79112000
tjenester som interessentrepresentant,79112100
consultancy in connection with patents and copyright,79120000
konsulentvirksomhet i forbindelse med opphavsrett,79121000
konsulentvirksomhet i forbindelse med programvareopphavsrett,79121100
issuance of legal documentation and certification,79130000
dokumentassjonstjenester,79131000
sertifiseringstjenester,79132000
sertifiseringstjenester i forbindelse med elektroniske signaturer,79132100
legal advice and information services,79140000
accounting auditing and tax services,79200000
accounting and auditing services,79210000
regnskapsføring,79211000
bokføringstjenester,79211100
administrasjon av lønninger,79211110
registrering av salg og kjøp,79211120
utarbeidelse av regnskapsoppgjør,79211200
revisjonsvirksomhet,79212000
finansiell revisjonsvirksomhet,79212100
klassifiseringstjenester i forbindelse med eierstyring og selskapsledelse (corporate governance),79212110
intern revisjonsvirksomhet,79212200
tjenesteytelser i forbindelse med pliktrevisjon,79212300
revisjon i forbindelse med bedrageri,79212400
tjenesteytelser i forbindelse med bokføringsrevisjon,79212500
tax-related services,79220000
skatterådgivning,79221000
tjenester i forbindelse med selvangivelse,79222000
kundebørsmeglertjenester,79223000
market and economic analysis; public opinion polling and statistics,79300000
market analysis,79310000
rundspørringer,79311000
utforming av undersøkelse,79311100
utførelse av undersøkelse,79311200
spørreundersøkelser via telefon,79311210
analyse av undersøkelse,79311300
økonomisk undersøkelse,79311400
økonomisk innvirkningsanalyse,79311410
testing av markeder,79312000
vurdering av resultater,79313000
gjennomførbarhetsundersøkelse,79314000
sosialforskning,79315000
public opinion poll,79320000
statistical services,79330000
advertising and marketing services,79340000
reklamevirksomhet,79341000
konsulentvirksomhet i forbindelse med reklame,79341100
forvaltning av reklamevirksomhet,79341200
reklamekampanjetjenester,79341400
reklametjenester (aeral advertising),79341500
markedsføringstjenester,79342000
direkte markedsføring,79342100
salgsfremmende tjenester,79342200
kundetjenester,79342300
kundeundersøkelser,79342310
kundetilfredshetsundersøkelser,79342311
kundepleie,79342320
kundelojalitetsprogrammer,79342321
auksjonstjenester,79342400
elektronisk auksjonstjenester,79342410
business consulting and administrative consulting and related services,79400000
business consulting and administrative consulting,79410000
vanlig bedriftsrådgivning,79411000
bedriftsutvikling og rådgivning,79411100
rådgivning i forbindelse med økonomisk forvaltning,79412000
rådgivning innen markedsføring,79413000
rådgivning innen personalforvaltning,79414000
rådgivning innen produksjonsledelse,79415000
konsulentvirksomhet i forbindelse med design,79415200
pr-virksomhet,79416000
forvaltning av pr-virksomhet,79416100
pr-servicevirksomhet,79416200
sikkerhetsrådgivning,79417000
rådgivning vedrørende innkjøp,79418000
rådgivning vedrørende evaluering,79419000
management-related services,79420000
prosjektledelse med unntak av bygge- og anleggsarbeid,79421000
prosjektkontroll med unntak av bygge- og anleggsarbeid,79421100
prosjektutforming med unntak av bygge- og anleggsarbeid,79421200
tjenester relatert til voldgift og megling,79422000
crisis management services,79430000
office support services,79500000
voicemail services,79510000
telefonisttjenester,79511000
callsenter,79512000
reprographic services,79520000
kopieringstjenester,79521000
translation services,79530000
interpretation services,79540000
typing word processing and desktop publishing services,79550000
maskinskriving,79551000
tekstbehandling,79552000
desktop publishing tjenester,79553000
archiving services,79560000
creation/collection of postal distribution lists and mailing services,79570000
postforsendelsestjenester,79571000
recruitment services,79600000
employment services,79610000
jobbsøkingstjenester,79611000
arbeidsformidling av kontorstøttepersonale,79612000
flytting av personal,79613000
placement of staff including temporary staff,79620000
formidling av kontorpersonal,79621000
formidling av hushjelpspersonal,79622000
formidling av arbeidstakere til handel og industri,79623000
formidling av pleiepersonal,79624000
formidling av medisinsk personal,79625000
human resources services excluding employment placement and mediation,79630000
tjenesteytelser i forbindelse med personal og lønninger,79631000
utdannelse av personal,79632000
personalutvikling,79633000
karriererådgivertjenester,79634000
bedømmelsessentertjenester i forbindelse med ansettelser,79635000
investigation and security services,79700000
security services,79710000
alarmovervåkningstjenester,79711000
vakttjenester,79713000
overvåkningstjenester,79714000
oppsporingstjenester,79714100
oppsporing av rømte personer,79714110
patruljetjenester,79715000
tjenester for utgivelse av identifikasjonskort,79716000
investigation services,79720000
detektivbyråtjenester,79721000
grafologitjenester,79722000
